Age;Sex;ID;Race;Country;Education;Education-Num;Marital Status;Relationship
18; Female;1383251508; White; United-States; Some-college;10.0; Never-married; Own-child
32; Male;2357366124; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
38; Female;1507254418; Other; ?; Bachelors;13.0; Married-civ-spouse; Wife
34; Male;901381408; White; Germany; Doctorate;16.0; Married-civ-spouse; Husband
35; Male;315929196; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
26; Male;1060306866; White; United-States; HS-grad;9.0; Never-married; Own-child
24; Male;1313290492; White; United-States; Some-college;10.0; Never-married; Other-relative
45; Male;617443000; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
36; Female;676135271; White; United-States; 10th;6.0; Never-married; Not-in-family
44; Male;1938887818; Other; Nicaragua; 7th-8th;4.0; Married-civ-spouse; Husband
23; Female;675463405; White; United-States; Some-college;10.0; Never-married; Not-in-family
57; Male;1369566090; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
41; Male;1982792847; White; Mexico; Some-college;10.0; Married-civ-spouse; Husband
20; Male;604320109; Black; Puerto-Rico; HS-grad;9.0; Married-civ-spouse; Husband
32; Male;2460096289; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
60; Female;1770846701; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
38; Female;50238387; White; United-States; Bachelors;13.0; Never-married; Not-in-family
29; Female;1806902913; White; United-States; HS-grad;9.0; Never-married; Not-in-family
22; Male;8666870; White; United-States; HS-grad;9.0; Never-married; Own-child
21; Male;2172414425; Asian-Pac-Islander; India; Some-college;10.0; Never-married; Own-child
40; Male;1376626657; White; United-States; HS-grad;9.0; Married-civ-spouse; Other-relative
59; Male;1704333899; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
45; Male;1422580951; White; United-States; Masters;14.0; Divorced; Not-in-family
76; Female;196041069; White; United-States; HS-grad;9.0; Widowed; Not-in-family
45; Male;2109795421; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
49; Female;339527470; White; United-States; Masters;14.0; Separated; Unmarried
36; Female;1562140136; Black; United-States; Assoc-voc;11.0; Never-married; Not-in-family
22; Male;1351883545; White; United-States; 11th;7.0; Never-married; Own-child
47; Female;1831019878; White; United-States; Assoc-voc;11.0; Divorced; Unmarried
26; Male;1480230115; White; United-States; HS-grad;9.0; Married-AF-spouse; Husband
21; Male;290506448; White; United-States; Some-college;10.0; Divorced; Own-child
27; Female;916293456; White; United-States; HS-grad;9.0; Never-married; Own-child
26; Male;1331521164; White; United-States; Bachelors;13.0; Never-married; Not-in-family
20; Female;238185854; White; United-States; Assoc-voc;11.0; Never-married; Own-child
31; Male;2433971605; White; England; Masters;14.0; Never-married; Not-in-family
57; Female;340099945; Black; United-States; Masters;14.0; Divorced; Unmarried
39; Female;1177564508; White; United-States; 11th;7.0; Divorced; Other-relative
36; Male;1291125724; Black; England; Assoc-acdm;12.0; Never-married; Not-in-family
66; Male;80221939; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
34; Male;1374478085; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
80; Male;2411401869; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
21; Female;2462706230; White; United-States; HS-grad;9.0; Never-married; Other-relative
40; Male;2228520411; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
49; Female;1739189737; White; United-States; Assoc-acdm;12.0; Divorced; Not-in-family
48; Female;1607525777; White; United-States; Some-college;10.0; Divorced; Not-in-family
19; Male;2425821310; White; United-States; Some-college;10.0; Never-married; Not-in-family
42; Male;133399992; Black; United-States; 11th;7.0; Married-civ-spouse; Husband
59; Male;606236243; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
63; Female;2157568468; White; United-States; Some-college;10.0; Divorced; Not-in-family
26; Male;2370473839; White; United-States; HS-grad;9.0; Never-married; Other-relative
41; Female;2482739064; White; United-States; 9th;5.0; Divorced; Other-relative
42; Male;2315708627; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
19; Male;2326303635; White; United-States; HS-grad;9.0; Never-married; Own-child
45; Female;947009406; White; United-States; 11th;7.0; Married-civ-spouse; Wife
47; Female;87079396; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
47; Female;1704945132; White; United-States; HS-grad;9.0; Divorced; Not-in-family
34; Male;1391401580; White; England; Assoc-voc;11.0; Married-civ-spouse; Husband
49; Male;2459866708; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
36; Male;70964698; White; United-States; HS-grad;9.0; Divorced; Not-in-family
53; Male;413587491; White; United-States; HS-grad;9.0; Widowed; Unmarried
21; Male;1332621585; White; United-States; Some-college;10.0; Never-married; Not-in-family
39; Male;993016484; White; United-States; HS-grad;9.0; Divorced; Not-in-family
52; Male;598179032; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
18; Female;1965927183; White; United-States; Some-college;10.0; Never-married; Own-child
59; Male;1980646391; Asian-Pac-Islander; United-States; Assoc-voc;11.0; Never-married; Not-in-family
50; Male;2496681768; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
31; Male;466737709; Asian-Pac-Islander; United-States; Bachelors;13.0; Married-civ-spouse; Husband
52; Female;2042951669; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
41; Male;2029583459; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
45; Male;1079645837; White; United-States; Assoc-acdm;12.0; Widowed; Unmarried
54; Female;2434685290; White; United-States; Masters;14.0; Divorced; Not-in-family
22; Male;1355134239; White; United-States; HS-grad;9.0; Never-married; Not-in-family
50; Male;406169645; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
20; Female;2366927478; White; United-States; Assoc-acdm;12.0; Never-married; Not-in-family
43; Female;1722314563; White; United-States; HS-grad;9.0; Divorced; Not-in-family
48; Male;1960302638; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
24; Male;1628115257; White; United-States; Bachelors;13.0; Never-married; Not-in-family
54; Male;343859160; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
26; Male;2199932961; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
53; Male;1736912006; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
51; Male;1721646178; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
54; Male;1136646045; White; United-States; Masters;14.0; Married-civ-spouse; Husband
32; Male;1478729512; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
46; Male;2502419842; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
60; Male;2478293865; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
52; Female;1689860831; White; United-States; HS-grad;9.0; Divorced; Not-in-family
44; Female;2290521588; White; United-States; HS-grad;9.0; Divorced; Not-in-family
56; Male;1395828868; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
57; Male;2108587392; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
35; Female;592602048; Black; United-States; HS-grad;9.0; Never-married; Unmarried
30; Female;1045816987; White; United-States; Assoc-acdm;12.0; Never-married; Not-in-family
29; Male;2469045864; White; United-States; Some-college;10.0; Never-married; Not-in-family
49; Male;2441589271; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
28; Male;674055403; White; United-States; 10th;6.0; Never-married; Not-in-family
30; Female;380919146; Black; United-States; Some-college;10.0; Separated; Unmarried
45; Male;2544436691; White; United-States; HS-grad;9.0; Divorced; Not-in-family
17; Male;507295878; White; United-States; 10th;6.0; Never-married; Own-child
54; Male;315361018; White; United-States; 10th;6.0; Married-civ-spouse; Husband
31; Male;1702451722; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
54; Male;1681176151; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
55; Male;1120028338; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
26; Female;955597193; White; ?; Assoc-acdm;12.0; Married-civ-spouse; Own-child
37; Male;1262552305; White; United-States; 9th;5.0; Married-civ-spouse; Husband
34; Male;1613646880; Amer-Indian-Eskimo; United-States; HS-grad;9.0; Divorced; Not-in-family
38; Male;414669543; White; Canada; Bachelors;13.0; Married-civ-spouse; Husband
51; Male;1801350093; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
41; Male;591023363; Asian-Pac-Islander; United-States; HS-grad;9.0; Never-married; Not-in-family
24; Male;302390571; White; United-States; Some-college;10.0; Never-married; Not-in-family
56; Male;456798574; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
33; Male;1873035111; Asian-Pac-Islander; United-States; HS-grad;9.0; Never-married; Own-child
31; Male;2034170228; White; United-States; 10th;6.0; Married-civ-spouse; Husband
27; Male;1242975182; Black; United-States; Some-college;10.0; Never-married; Not-in-family
32; Male;250897419; White; United-States; Bachelors;13.0; Married-civ-spouse; Other-relative
35; Male;930650955; White; Puerto-Rico; Assoc-acdm;12.0; Married-civ-spouse; Husband
43; Male;439386787; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
40; Female;1121240671; White; United-States; HS-grad;9.0; Divorced; Unmarried
19; Male;1692689136; White; United-States; HS-grad;9.0; Never-married; Own-child
23; Male;412182502; White; United-States; Assoc-acdm;12.0; Never-married; Own-child
40; Male;1652319093; White; United-States; HS-grad;9.0; Separated; Unmarried
59; Male;537835357; White; United-States; HS-grad;9.0; Divorced; Not-in-family
43; Male;1201676262; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
43; Male;2028664462; White; ?; 10th;6.0; Married-civ-spouse; Husband
53; Female;823832238; White; United-States; HS-grad;9.0; Widowed; Not-in-family
26; Male;274537732; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
68; Male;1324009992; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
41; Male;242365263; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
32; Male;26515401; White; United-States; HS-grad;9.0; Divorced; Unmarried
25; Male;941727242; White; United-States; Bachelors;13.0; Never-married; Not-in-family
20; Male;2532026968; White; United-States; HS-grad;9.0; Never-married; Own-child
22; Male;664130034; White; United-States; Some-college;10.0; Never-married; Not-in-family
33; Male;563256620; White; United-States; 10th;6.0; Married-civ-spouse; Husband
26; Male;929536458; White; United-States; Some-college;10.0; Married-civ-spouse; Other-relative
29; Female;979439377; Black; United-States; HS-grad;9.0; Never-married; Unmarried
20; Female;1490854504; White; United-States; HS-grad;9.0; Never-married; Own-child
68; Male;2097220724; White; ?; Masters;14.0; Married-civ-spouse; Husband
58; Female;129158520; White; United-States; Some-college;10.0; Divorced; Unmarried
32; Male;1279858477; White; United-States; HS-grad;9.0; Divorced; Not-in-family
23; Female;2217003863; White; United-States; Assoc-acdm;12.0; Never-married; Not-in-family
30; Male;1319882230; White; Mexico; 9th;5.0; Married-civ-spouse; Husband
67; Male;1364081958; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
26; Female;621416805; White; United-States; Assoc-acdm;12.0; Never-married; Unmarried
53; Male;412694532; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
27; Male;1359640679; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
29; Male;2247755727; White; United-States; Some-college;10.0; Married-civ-spouse; Own-child
38; Male;615558552; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
17; Female;2148164997; Black; United-States; 9th;5.0; Never-married; Own-child
48; Male;1117282977; White; United-States; Masters;14.0; Married-civ-spouse; Husband
52; Female;478511430; Black; ?; Some-college;10.0; Widowed; Unmarried
28; Female;1183723358; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
18; Male;2224714727; White; United-States; Some-college;10.0; Never-married; Own-child
28; Male;697550721; White; United-States; Some-college;10.0; Divorced; Not-in-family
34; Male;2516199506; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
62; Male;2128559882; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
46; Male;1712486752; White; Mexico; 5th-6th;3.0; Married-civ-spouse; Husband
30; Female;1669823927; White; United-States; Some-college;10.0; Divorced; Unmarried
20; Male;2406363797; White; United-States; Some-college;10.0; Never-married; Own-child
29; Male;1788436772; White; United-States; HS-grad;9.0; Never-married; Not-in-family
55; Male;1837622933; Black; United-States; Some-college;10.0; Married-civ-spouse; Husband
20; Male;1756697388; White; United-States; Some-college;10.0; Never-married; Own-child
54; Male;1737944459; Black; United-States; 10th;6.0; Married-civ-spouse; Husband
27; Male;2537904571; White; United-States; 10th;6.0; Never-married; Not-in-family
43; Male;2487197928; White; United-States; Some-college;10.0; Never-married; Not-in-family
17; Male;1620982003; White; United-States; 10th;6.0; Never-married; Own-child
48; Male;2252127368; White; United-States; Masters;14.0; Divorced; Not-in-family
34; Male;903528718; White; United-States; Bachelors;13.0; Never-married; Own-child
66; Male;1883903596; Black; United-States; 9th;5.0; Married-civ-spouse; Husband
29; Female;597291591; White; United-States; Bachelors;13.0; Never-married; Not-in-family
43; Male;685901327; Black; United-States; Some-college;10.0; Separated; Not-in-family
37; Female;543112781; White; United-States; Assoc-voc;11.0; Divorced; Unmarried
56; Male;2342786855; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
58; Male;908787187; White; United-States; 10th;6.0; Married-civ-spouse; Husband
54; Male;2294460453; Black; Jamaica; Bachelors;13.0; Married-civ-spouse; Husband
45; Male;797066433; White; United-States; Some-college;10.0; Separated; Not-in-family
29; Male;306821062; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
26; Female;1399759754; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
43; Male;1481598408; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
33; Male;1848687170; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
45; Male;1376075832; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
25; Male;1651891920; White; United-States; Some-college;10.0; Never-married; Not-in-family
25; Male;611505800; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
69; Male;1478374175; White; United-States; Prof-school;15.0; Divorced; Not-in-family
37; Male;1130117723; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
20; Male;2025870425; White; United-States; HS-grad;9.0; Never-married; Not-in-family
39; Female;1950765149; White; United-States; Masters;14.0; Married-civ-spouse; Wife
17; Female;2466063727; White; United-States; 10th;6.0; Never-married; Own-child
27; Male;2392290537; White; United-States; HS-grad;9.0; Never-married; Own-child
26; Female;1894455764; Black; United-States; HS-grad;9.0; Never-married; Other-relative
55; Male;2394911111; White; Mexico; 5th-6th;3.0; Married-civ-spouse; Husband
39; Male;1771293733; White; United-States; 11th;7.0; Married-civ-spouse; Husband
41; Female;1916087552; White; United-States; HS-grad;9.0; Separated; Not-in-family
34; Male;216861504; White; Mexico; 1st-4th;2.0; Married-civ-spouse; Husband
51; Male;1403150279; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
67; Male;1105093767; Black; ?; Doctorate;16.0; Married-civ-spouse; Husband
40; Male;1810872618; White; United-States; Some-college;10.0; Divorced; Own-child
58; Male;836141248; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
23; Female;290675227; White; United-States; HS-grad;9.0; Never-married; Not-in-family
45; Male;2021592787; White; United-States; Masters;14.0; Married-civ-spouse; Husband
51; Male;541913934; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
43; Male;305078938; White; United-States; Some-college;10.0; Divorced; Unmarried
25; Female;1501726439; White; United-States; Bachelors;13.0; Never-married; Not-in-family
36; Male;799469282; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
58; Male;1849669764; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
33; Male;1316031669; White; United-States; HS-grad;9.0; Divorced; Not-in-family
60; Male;5162041; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
24; Male;334301924; Asian-Pac-Islander; South; HS-grad;9.0; Never-married; Own-child
45; Female;1789214404; White; United-States; HS-grad;9.0; Divorced; Not-in-family
49; Female;1896502009; White; United-States; HS-grad;9.0; Divorced; Not-in-family
19; Female;2234050797; White; United-States; 12th;8.0; Never-married; Not-in-family
34; Female;2013948140; Asian-Pac-Islander; Philippines; Some-college;10.0; Married-spouse-absent; Unmarried
42; Male;2433412795; White; United-States; Bachelors;13.0; Divorced; Not-in-family
25; Female;1519132795; White; United-States; HS-grad;9.0; Never-married; Not-in-family
73; Male;209735580; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
59; Male;162763720; White; El-Salvador; 5th-6th;3.0; Married-civ-spouse; Husband
28; Male;2333712409; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
19; Male;950483319; White; United-States; 11th;7.0; Never-married; Other-relative
31; Female;58740473; White; United-States; Bachelors;13.0; Never-married; Not-in-family
58; Male;1717297110; White; United-States; Bachelors;13.0; Never-married; Not-in-family
21; Male;6013968; White; ?; HS-grad;9.0; Never-married; Own-child
47; Male;166870899; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
30; Male;2139380682; White; United-States; Bachelors;13.0; Never-married; Not-in-family
41; Male;702737740; Asian-Pac-Islander; China; 7th-8th;4.0; Married-civ-spouse; Husband
59; Female;351812888; White; England; 10th;6.0; Divorced; Not-in-family
43; Male;1751740308; White; United-States; Some-college;10.0; Separated; Unmarried
48; Female;987866622; White; United-States; HS-grad;9.0; Separated; Not-in-family
44; Male;725783737; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
44; Female;1217319328; Black; United-States; Some-college;10.0; Never-married; Not-in-family
24; Female;2102585966; Black; United-States; Bachelors;13.0; Never-married; Own-child
28; Male;1109765293; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
50; Female;1745523415; White; United-States; HS-grad;9.0; Married-spouse-absent; Unmarried
33; Male;2107644585; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
23; Female;988869303; White; United-States; Bachelors;13.0; Never-married; Other-relative
30; Male;1146024168; White; United-States; HS-grad;9.0; Never-married; Own-child
46; Male;2335111679; White; United-States; 10th;6.0; Married-civ-spouse; Husband
21; Male;116590527; White; United-States; Some-college;10.0; Never-married; Own-child
52; Female;2083928758; Black; United-States; 9th;5.0; Separated; Not-in-family
26; Male;511039696; White; United-States; Bachelors;13.0; Never-married; Not-in-family
27; Male;1408773632; White; United-States; Bachelors;13.0; Never-married; Not-in-family
28; Female;425781993; White; Nicaragua; 11th;7.0; Never-married; Unmarried
50; Male;938200; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
28; Male;2061879175; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
61; Male;1244908482; White; United-States; 11th;7.0; Married-civ-spouse; Husband
32; Female;535807078; White; United-States; 7th-8th;4.0; Separated; Unmarried
30; Male;28272084; White; United-States; Some-college;10.0; Never-married; Not-in-family
51; Female;1799272714; White; United-States; Bachelors;13.0; Divorced; Not-in-family
40; Male;2516829249; White; United-States; Some-college;10.0; Never-married; Not-in-family
36; Male;382698170; White; United-States; HS-grad;9.0; Never-married; Not-in-family
28; Male;1208383921; Black; United-States; Some-college;10.0; Divorced; Other-relative
49; Male;217595364; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
61; Male;1322460470; White; United-States; 7th-8th;4.0; Married-civ-spouse; Husband
41; Male;808507975; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
55; Female;738773281; White; United-States; HS-grad;9.0; Widowed; Unmarried
36; Female;1293587139; White; United-States; Bachelors;13.0; Married-civ-spouse; Wife
21; Female;8060687; White; United-States; Some-college;10.0; Never-married; Own-child
57; Male;1854320465; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
49; Male;248830752; White; United-States; Prof-school;15.0; Married-civ-spouse; Husband
59; Male;28200509; White; United-States; 11th;7.0; Married-civ-spouse; Husband
41; Male;469945244; White; United-States; Some-college;10.0; Separated; Not-in-family
59; Male;585848759; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
20; Male;1687579125; White; United-States; HS-grad;9.0; Never-married; Own-child
42; Female;2285099968; Black; United-States; Some-college;10.0; Divorced; Not-in-family
41; Female;405351427; White; United-States; Masters;14.0; Divorced; Unmarried
45; Male;621338723; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
36; Female;1168702639; Asian-Pac-Islander; ?; HS-grad;9.0; Never-married; Other-relative
42; Female;1146336492; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
25; Male;2298265541; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
45; Male;1006221118; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
58; Male;269459864; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
39; Male;858503555; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
34; Male;413533700; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
22; Male;1214576744; White; United-States; Some-college;10.0; Never-married; Not-in-family
44; Male;98147315; White; United-States; HS-grad;9.0; Divorced; Not-in-family
53; Female;1030952081; White; United-States; Some-college;10.0; Widowed; Unmarried
22; Male;1262392709; Black; ?; Assoc-acdm;12.0; Never-married; Not-in-family
27; Male;932378397; White; Guatemala; 9th;5.0; Married-civ-spouse; Husband
60; Female;1768098803; White; United-States; HS-grad;9.0; Separated; Not-in-family
46; Male;1898747308; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
56; Male;312562890; White; United-States; Prof-school;15.0; Married-civ-spouse; Husband
36; Male;1769450783; White; United-States; Bachelors;13.0; Never-married; Not-in-family
56; Female;2218446787; White; United-States; HS-grad;9.0; Divorced; Unmarried
35; Male;1483279862; Asian-Pac-Islander; Philippines; Some-college;10.0; Married-civ-spouse; Husband
29; Male;959335817; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
19; Male;1204155582; White; United-States; 10th;6.0; Never-married; Own-child
38; Male;1981833393; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
40; Male;510938478; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
52; Male;539885793; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
22; Female;1617015071; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
32; Female;200805416; White; United-States; HS-grad;9.0; Divorced; Not-in-family
27; Female;2062332756; White; United-States; Bachelors;13.0; Never-married; Own-child
25; Female;1786513646; White; Guatemala; Bachelors;13.0; Never-married; Own-child
36; Male;2305229732; Other; Iran; Masters;14.0; Married-civ-spouse; Husband
22; Male;1596302932; Amer-Indian-Eskimo; United-States; 12th;8.0; Never-married; Own-child
32; Male;2226398841; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
37; Female;1060027821; Black; United-States; Bachelors;13.0; Separated; Unmarried
22; Male;881706250; White; United-States; HS-grad;9.0; Never-married; Own-child
29; Female;1322445646; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
42; Male;2190424173; White; United-States; Preschool;1.0; Never-married; Not-in-family
45; Female;1574997227; White; United-States; Assoc-voc;11.0; Never-married; Not-in-family
33; Female;39127656; White; United-States; Bachelors;13.0; Divorced; Not-in-family
39; Female;1130079060; White; United-States; Some-college;10.0; Separated; Unmarried
27; Male;2526581923; White; United-States; 12th;8.0; Never-married; Not-in-family
53; Female;2562358570; White; United-States; Bachelors;13.0; Married-civ-spouse; Wife
30; Female;1137234680; White; United-States; Bachelors;13.0; Never-married; Not-in-family
52; Male;753859583; Black; United-States; Some-college;10.0; Widowed; Not-in-family
43; Male;190294945; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
47; Male;933417638; White; United-States; Masters;14.0; Never-married; Not-in-family
61; Male;2493171318; Black; India; HS-grad;9.0; Married-civ-spouse; Husband
39; Male;904228590; Black; Dominican-Republic; Masters;14.0; Divorced; Not-in-family
47; Male;751791198; White; United-States; Some-college;10.0; Divorced; Unmarried
19; Male;576764041; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
37; Male;1072135524; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
31; Male;372318854; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
69; Male;1850970004; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
22; Male;2056843216; White; United-States; Some-college;10.0; Never-married; Own-child
29; Male;1785692567; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Male;1067660255; Other; United-States; Some-college;10.0; Never-married; Own-child
42; Male;1682253239; White; Poland; HS-grad;9.0; Separated; Unmarried
30; Male;374024617; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
28; Female;2268645876; White; United-States; Masters;14.0; Married-spouse-absent; Not-in-family
27; Male;601709174; White; United-States; Assoc-voc;11.0; Never-married; Not-in-family
53; Female;688841660; Black; United-States; HS-grad;9.0; Divorced; Not-in-family
35; Male;2384771518; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
22; Male;215985963; White; United-States; 12th;8.0; Married-civ-spouse; Husband
25; Male;1602012777; Black; United-States; HS-grad;9.0; Separated; Own-child
38; Female;467495072; Black; United-States; Bachelors;13.0; Married-civ-spouse; Wife
27; Female;2404908513; White; United-States; Bachelors;13.0; Never-married; Unmarried
30; Male;1926838441; White; United-States; 9th;5.0; Married-civ-spouse; Husband
27; Female;464587649; White; United-States; Bachelors;13.0; Divorced; Own-child
25; Male;334229559; White; United-States; Bachelors;13.0; Never-married; Not-in-family
36; Female;902417053; White; United-States; HS-grad;9.0; Widowed; Not-in-family
32; Female;667869258; White; United-States; HS-grad;9.0; Never-married; Not-in-family
70; Male;490934746; White; United-States; 10th;6.0; Widowed; Unmarried
50; Male;1403448030; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
40; Female;1126508582; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
34; Male;2434030844; Black; United-States; 11th;7.0; Married-spouse-absent; Not-in-family
57; Male;1184242313; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
39; Female;1227122107; White; United-States; Masters;14.0; Never-married; Not-in-family
49; Female;286585955; White; United-States; Some-college;10.0; Divorced; Unmarried
43; Male;2074007645; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
26; Female;233488244; White; United-States; HS-grad;9.0; Never-married; Not-in-family
31; Female;563650145; Black; Japan; Some-college;10.0; Divorced; Unmarried
60; Male;433895383; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
46; Male;630300361; White; United-States; Masters;14.0; Married-civ-spouse; Husband
26; Male;1270372037; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
27; Female;1682733931; White; United-States; Prof-school;15.0; Never-married; Own-child
31; Female;1631483863; Black; United-States; Some-college;10.0; Married-civ-spouse; Wife
59; Female;2308639171; White; United-States; HS-grad;9.0; Widowed; Unmarried
19; Female;1331471112; White; United-States; Some-college;10.0; Never-married; Own-child
18; Female;70145932; White; United-States; Some-college;10.0; Never-married; Own-child
22; Male;1175201504; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
24; Female;2377400499; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Own-child
53; Male;1760272947; White; United-States; 10th;6.0; Married-civ-spouse; Husband
43; Male;868286102; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Male;251029953; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
60; Female;2134793249; White; United-States; 10th;6.0; Widowed; Unmarried
24; Male;2247657322; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
52; Male;406631457; Black; United-States; HS-grad;9.0; Never-married; Not-in-family
32; Male;465890851; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
34; Female;759163403; White; United-States; 10th;6.0; Separated; Not-in-family
35; Male;1611419234; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
38; Male;1865229482; White; Mexico; 9th;5.0; Married-spouse-absent; Not-in-family
34; Male;299351983; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
53; Female;2140506605; White; United-States; Prof-school;15.0; Never-married; Not-in-family
23; Female;1748151634; White; United-States; HS-grad;9.0; Never-married; Not-in-family
