,Clothing ID,Age,Title,Rating,Division Name
12827,300,37,,very satisfied,Initmates
12828,975,33,Chic and comfortable,very satisfied,General
12829,1100,39,Ok,satisfied,General Petite
12830,300,39,Comfy,satisfied,Initmates
12831,1009,35,,neutral,General
12832,1009,28,,satisfied,General
12833,1059,65,Run big!,satisfied,General
12834,1009,38,Versatile and flattering,very satisfied,General
12835,300,37,Love the sleeves,very satisfied,Initmates
12836,300,46,Flattering and elegant,very satisfied,Initmates
12837,975,37,Love!!!,very satisfied,General
12838,837,35,Nice but....,neutral,General
12839,1059,53,Very cute!,very satisfied,General
12840,975,58,Cute and cozy but poor quality fabric,neutral,General
12841,975,46,,very satisfied,General
12842,1059,36,Beware the butt sag.,unsatisfied,General
12843,975,24,Lovely!,very satisfied,General
12844,975,47,Cute jacket but low quality,satisfied,General
12845,300,34,Purchased...thought about it...and returned,neutral,Initmates
12846,975,40,Arrived damaged,unsatisfied,General
12847,975,33,"Nice cut, but cheap materials",neutral,General
12848,975,48,Big and boxt,unsatisfied,General
12849,975,62,Lovely soft light jacket,very satisfied,General
12850,1009,22,,very satisfied,General
12851,300,31,Buy it!!,very satisfied,Initmates
12852,300,40,Very stylish tunic-top!,very satisfied,Initmates
12853,975,41,Fab and cozy,very satisfied,General
12854,1059,37,Stretches & creases like crazy,unsatisfied,General
12855,1059,61,Great pant,very satisfied,General
12856,975,62,Fabulous,very satisfied,General
12857,1009,62,Another winner!,very satisfied,General
12858,975,73,"Cozy, beautiful wine color",satisfied,General
12859,1009,27,,very satisfied,General
12860,1009,40,Comfortable and great for work,very satisfied,General
12861,300,56,Comfy & stylish,very satisfied,Initmates
12862,300,52,"Comfy, long jersey tunic",satisfied,Initmates
12863,74,25,Exactly as pictured,satisfied,Initmates
12864,1059,45,Great pants!,very satisfied,General
12865,1100,54,,very satisfied,General Petite
12866,300,27,,very satisfied,Initmates
12867,1078,39,,very satisfied,General Petite
12868,1078,26,,satisfied,General Petite
12869,1020,48,,very satisfied,General Petite
12870,1078,48,Wish it had a little more shape,satisfied,General Petite
12871,1078,46,Flowy blue,very satisfied,General Petite
12872,984,36,Love,satisfied,General Petite
12873,1030,36,Love mother,very satisfied,General
12874,941,30,Beautiful but will lose shape,neutral,General
12875,1078,38,Love this dress,satisfied,General Petite
12876,1078,48,"Great blue, slimming fit",very satisfied,General Petite
12877,1078,49,Wanted to like it,unsatisfied,General Petite
12878,1078,50,Didn't work,neutral,General Petite
12879,984,37,Cute layering piece,very satisfied,General Petite
12880,984,47,Hooded utility cape,unsatisfied,General Petite
12881,1078,32,Had to return,unsatisfied,General Petite
12882,733,42,Beautiful as a nightgown or dress!,very satisfied,General Petite
12883,936,37,Soft and sexy,very satisfied,General Petite
12884,1078,41,Great dress,very satisfied,General Petite
12885,1078,24,,very satisfied,General Petite
12886,984,70,A wonderful garment for chilly days,very satisfied,General Petite
12887,1078,46,Pretty dress,satisfied,General Petite
12888,841,60,Dissappointed in this blouse,unsatisfied,General
12889,829,34,Great.... though....,satisfied,General Petite
12890,540,64,Cute but tricky zipper,satisfied,General
12891,1030,42,Amazing,very satisfied,General
12892,1099,36,,very unsatisfied,General Petite
12893,829,56,This one falls short,neutral,General Petite
12894,863,44,"Nice t, but not super soft",neutral,General
12895,991,30,,unsatisfied,General
12896,936,49,Soooo soft!,very satisfied,General Petite
12897,936,50,Cozy and pretty but sheds a lot,neutral,General Petite
12898,941,25,Perfect fall top!,very satisfied,General
12899,1078,36,Cute dress but terrible design flaw,neutral,General Petite
12900,863,51,,neutral,General
12901,1078,36,Good fall dress,neutral,General Petite
12902,1078,35,Little doll on the prarie,unsatisfied,General Petite
12903,1078,36,Recommend this product!,very satisfied,General Petite
12904,1078,32,"Pretty colors, poor fit",neutral,General Petite
12905,936,44,Sheds,neutral,General Petite
12906,984,57,Unique,satisfied,General Petite
12907,1099,60,Cool for summer-adorable!,very satisfied,General Petite
12908,1078,42,,very unsatisfied,General Petite
12909,1078,34,Where is the slip!?,unsatisfied,General Petite
12910,1078,38,"Voluminous, flow-y material but falls just right",satisfied,General Petite
12911,829,51,Sleeveless lab coat,neutral,General Petite
12912,863,35,"Wonderful fit, flattering, easy care tee",very satisfied,General
12913,1078,39,Cute dress,very satisfied,General Petite
12914,1078,34,,neutral,General Petite
12915,941,52,Versitile tank,satisfied,General
12916,941,23,,satisfied,General
12917,1078,40,Perfect fall dress,satisfied,General Petite
12918,1078,55,My new fave!,very satisfied,General Petite
12919,888,64,Interesting,satisfied,General
12920,1126,37,Cutest cape!!!,very satisfied,General Petite
12921,1078,37,Too billowy,unsatisfied,General Petite
12922,733,38,Comfy and cute,very satisfied,General Petite
12923,1099,32,Cute summer dress,satisfied,General Petite
12924,936,31,Beautiful and high end!,satisfied,General Petite
12925,1078,34,Cute casual dress,neutral,General Petite
12926,1078,42,Very roomy,unsatisfied,General Petite
12927,733,39,Why rayon?,satisfied,General Petite
12928,733,52,"Elegant, comfortable chemise",very satisfied,General Petite
12929,941,30,Been watching this top,very satisfied,General
12930,1078,34,Great dress!,very satisfied,General Petite
12931,941,35,,very satisfied,General
12932,1078,60,Cute and comfortable peasant dress,satisfied,General Petite
12933,941,45,,very satisfied,General
12934,941,53,Saundra tank,very satisfied,General
12935,1078,25,Great dress!,very satisfied,General Petite
12936,1078,65,,very unsatisfied,General Petite
12937,1078,63,Great but not for me.,neutral,General Petite
12938,936,31,Surprisingly cute!,very satisfied,General Petite
12939,927,32,Color/fabric,very satisfied,General
12940,840,33,Gorgeous!,very satisfied,General Petite
12941,927,38,"Love this, with reservation",satisfied,General
12942,927,31,Make sure you handwash or dry clean only,very unsatisfied,General
12943,872,58,Classy cowlneck,very satisfied,General Petite
12944,840,46,"Prettier in person, runs a bit small",satisfied,General Petite
12945,444,33,Beach ready,very satisfied,Initmates
12946,218,37,,neutral,Initmates
12947,927,55,Lovely sweater despite the differences,satisfied,General
12948,736,38,Skimpy,satisfied,Initmates
12949,872,53,Catchy towel,very satisfied,General Petite
12950,444,25,Super cute light weight beach cover up,satisfied,Initmates
12951,736,39,,satisfied,Initmates
12952,872,34,Beautiful pleating adds a touch of elegance,very satisfied,General Petite
12953,872,52,Heavier fabric & flattering,very satisfied,General Petite
12954,838,44,Perfection,very satisfied,General
12955,103,52,Shimmer in silver/grey - size down,satisfied,Initmates
12956,829,35,Maternity blouse,unsatisfied,General Petite
12957,859,34,A very cute cropped topper,very satisfied,General
12958,1078,53,Great vintage pattern but what were they thinking,unsatisfied,General Petite
12959,942,53,Perfect weight,very satisfied,General Petite
12960,1078,75,More cons than pros,unsatisfied,General Petite
12961,940,34,"Warm, soft, pretty.... what's not to love?",satisfied,General
12962,829,51,,very satisfied,General Petite
12963,940,49,Nice!,very satisfied,General
12964,829,57,,very satisfied,General Petite
12965,829,62,Beautiful!,very satisfied,General Petite
12966,829,31,Maeve has done it again,very satisfied,General Petite
12967,661,64,I'm wearing it as a top!,very satisfied,General Petite
12968,829,39,Long in the back,satisfied,General Petite
12969,1078,39,"Cute, lots of fabric",satisfied,General Petite
12970,829,36,Adorable top!,very satisfied,General Petite
12971,1078,33,Great dress for summer,very satisfied,General Petite
12972,661,24,Beautiful yet runs large,satisfied,General Petite
12973,871,36,,very satisfied,General
12974,865,37,Not the best fit,neutral,General Petite
12975,1078,22,"Beautiful dress, just not for me",neutral,General Petite
12976,829,24,Love the fit!,very satisfied,General Petite
12977,1078,29,"Beautiful dress, terrible zipper",neutral,General
12978,1078,23,The most darling little dress!,very satisfied,General
12979,829,53,Great blouse!,very satisfied,General Petite
12980,829,35,Cute top,satisfied,General
12981,829,40,Great top,very satisfied,General
12982,1078,25,Adorable!!!,satisfied,General
12983,829,62,Pretty in blue,satisfied,General
12984,1078,49,Cute summer dress,very satisfied,General
12985,1078,40,"Pretty print, strange fit",very unsatisfied,General
12986,1081,41,Disappointing,unsatisfied,General Petite
12987,1078,26,Fun day dress,satisfied,General
12988,942,42,"Lovely, flattering, thick sweater",very satisfied,General Petite
12989,942,57,Stiff and heavy,neutral,General Petite
12990,661,43,Runs way too big,very unsatisfied,General Petite
12991,829,58,Love this blouse!,very satisfied,General
12992,1078,57,Cute dress,neutral,General
12993,829,49,"Gorgeous print, cut small in bust",satisfied,General
12994,829,45,Great top,very satisfied,General
12995,1078,62,Charming and delightful!,very satisfied,General
12996,829,28,Cute top!,very satisfied,General
12997,859,45,"Wow, beautiful!",very satisfied,General
12998,808,52,Sunday tunic,very satisfied,Initmates
12999,1094,39,Flouncy,very satisfied,General Petite
13000,661,39,,very satisfied,General Petite
13001,940,40,,very satisfied,General
13002,829,45,Beautiful color,satisfied,General
13003,1078,33,Different and fun,very satisfied,General
13004,942,45,80's sweater,unsatisfied,General Petite
13005,1081,47,Stylish and comfortable,very satisfied,General Petite
13006,1078,44,Pretty in pink,neutral,General
13007,829,65,,very satisfied,General
13008,1078,48,Great summer dress,very satisfied,General
13009,1078,35,"Great print, awkward cut",neutral,General
13010,1078,35,Awesome dress!,very satisfied,General
13011,1059,36,Unique trousers,very satisfied,General Petite
13012,1081,41,"Runs big, a bit sloppy looking and overpriced.",unsatisfied,General Petite
13013,1192,57,"Great fit, beautiful color",very satisfied,General
13014,926,39,Warm and nice,neutral,General
13015,1042,67,Love the fit,very satisfied,General
13016,1078,41,,satisfied,General
13017,1059,56,"Cute, but hate the side zipper",satisfied,General Petite
13018,1081,29,"Perfect fit, forgiving belly",very satisfied,General Petite
13019,1059,49,So cute!,very satisfied,General Petite
13020,692,39,,very satisfied,Initmates
13021,347,29,Worth the splurge,very satisfied,Initmates
13022,969,83,Beautiful basic for rainy days,very satisfied,General Petite
13023,1078,41,Dainty and darling,satisfied,General
13024,926,49,Wonderful sweater,very satisfied,General
13025,1059,48,,satisfied,General Petite
13026,917,46,Super cool top,satisfied,General
13027,1082,51,Perfect dress,very satisfied,General
13028,1059,27,Adorable,very satisfied,General Petite
13029,917,66,"Runs big, size down",satisfied,General
13030,1059,28,Will order more in different colors!,very satisfied,General Petite
13031,926,40,Odd sleeves,unsatisfied,General
13032,1081,60,Great to wear over tights,very satisfied,General Petite
13033,1078,60,Adorable girly dress,very satisfied,General
13034,1078,39,Beautiful and unique,very satisfied,General
13035,1192,45,,very satisfied,General
13036,1059,52,Lots of compliments!,very satisfied,General Petite
13037,1033,60,Dark black interesting jeans!,very satisfied,General
13038,1059,37,,very satisfied,General Petite
13039,1192,48,Reliable,satisfied,General
13040,1078,36,Great transition dress,satisfied,General Petite
13041,1059,42,"Lovely pants, but the strecth out a great deal",neutral,General Petite
13042,1078,39,Does really run large,satisfied,General Petite
13043,926,44,"Pretty color, good quality",very satisfied,General
13044,926,54,Vintage appeal in a soft chunky knit,very satisfied,General
13045,1081,47,Fantastic dress!,very satisfied,General Petite
13046,1192,35,,very satisfied,General
13047,986,35,Beautiful kimono,very satisfied,General
13048,1020,30,Looks can be deceiving...,neutral,General
13049,1078,29,So cute and comfortable!,satisfied,General
13050,1037,46,Great pants,very satisfied,General Petite
13051,1094,28,So flattering! i bought 2,satisfied,General
13052,933,49,Perfect fall piece,very satisfied,General
13053,975,32,So beautiful! :),very satisfied,General Petite
13054,98,32,Great for summer,very satisfied,Initmates
13055,1037,37,,neutral,General Petite
13056,933,41,Gorgeous with a great fit,very satisfied,General
13057,936,38,Another win,very satisfied,General Petite
13058,936,40,Favorite,very satisfied,General Petite
13059,1094,26,Detail ripped,neutral,General
13060,828,34,,satisfied,General
13061,1094,68,Great staple,very satisfied,General
13062,1081,63,The perfect summer dress!,very satisfied,General
13063,936,42,Great fall sweater,very satisfied,General Petite
13064,936,37,,very satisfied,General Petite
13065,1031,39,Wow. these are smoking hot,very satisfied,General
13066,1078,42,I can wear a jumpsuit?!?!,very satisfied,General
13067,975,69,Wow! makes me smile!,very satisfied,General Petite
13068,1094,41,Not for curvy girls,satisfied,General
13069,1081,20,Not for me,neutral,General
13070,1078,58,,neutral,General
13071,1094,33,Couldn't get it to work!,unsatisfied,General
13072,1094,29,Runs small,neutral,General
13073,1020,39,Feminine,satisfied,General
13074,1020,50,Lining too short,neutral,General
13075,1059,39,Ok i get it now,very satisfied,General
13076,975,39,New take on old staple,very satisfied,General Petite
13077,1081,39,Cute fun and flirty,very satisfied,General
13078,1078,39,Comfortable,satisfied,General
13079,1094,50,"I tried, but odd fit",unsatisfied,General
13080,1094,45,"Beautiful, but runs small",very satisfied,General
13081,936,36,Soooo comfy,very satisfied,General Petite
13082,1094,47,Love it!,very satisfied,General
13083,936,46,"Bulky, heavy and awkward",neutral,General Petite
13084,1037,33,Love,very satisfied,General Petite
13085,1094,37,Meh,neutral,General
13086,1094,37,Very versatile dress,very satisfied,General
13087,1037,36,Flattering and comfortable,very satisfied,General Petite
13088,1037,42,**love**,very satisfied,General Petite
13089,1078,51,Fantastic,satisfied,General
13090,975,60,,very satisfied,General Petite
13091,1094,29,Fantastic dress,very satisfied,General
13092,1094,32,Beautiful dress,very satisfied,General
13093,936,65,,satisfied,General Petite
13094,1037,41,Awesome retro cords!,very satisfied,General
13095,850,38,Super cute but embroidery is stiff,satisfied,General
13096,1081,25,Perfect summer dress,very satisfied,General
13097,1081,41,Perfect summer staple dress.,very satisfied,General
13098,1020,40,Just okay,satisfied,General
13099,1059,38,,satisfied,General
13100,933,34,A new favorite,very satisfied,General
13101,975,43,Gorgeous jacket,very satisfied,General Petite
13102,975,46,Beautiful bomber,very satisfied,General Petite
13103,1020,49,Love the flow and hem on this skirt,very satisfied,General
13104,1078,27,Exquisite!,very satisfied,General
13105,1037,38,Love the fit,very satisfied,General
13106,1020,57,,neutral,General
13107,1078,42,Wonderful & comfy,very satisfied,General
13108,1037,47,Fit issues!,unsatisfied,General
13109,1094,36,Great price for a cute dress,very satisfied,General
13110,1078,41,Super flattering romper,very satisfied,General
13111,1081,23,Absolutely gorgeous,satisfied,General Petite
13112,1078,49,Love it,very satisfied,General
13113,1020,52,Beautiful and comfortable skirt,very satisfied,General
13114,1094,47,Cute dress,very satisfied,General
13115,1094,29,Accidentally sexy,satisfied,General
13116,1078,36,The best,very satisfied,General
13117,1094,42,,very satisfied,General
13118,1094,41,Versatile & comfortable,satisfied,General
13119,975,30,Beautiful jacket and well made....,very satisfied,General Petite
13120,936,47,Perfect sweater for chilly weather,very satisfied,General Petite
13121,1081,43,,very satisfied,General Petite
13122,1099,41,Nice quality but boxy fit,unsatisfied,General Petite
13123,1094,28,Cute though thin dress,neutral,General
13124,1078,39,Amazing comfy and a dream!,very satisfied,General
13125,936,33,Versatile sweater coat,very satisfied,General Petite
13126,1094,26,,very satisfied,General
13127,1078,46,,neutral,General
13128,975,51,Beautiful bomber,very satisfied,General Petite
13129,1099,42,,unsatisfied,General Petite
13130,975,42,,very satisfied,General Petite
13131,936,29,Must have,very satisfied,General Petite
13132,1078,26,Love it!,satisfied,General
13133,1094,41,Great staple piece!,very satisfied,General
13134,1094,31,Cute and comfortable,very satisfied,General
13135,933,23,The one that didn't get away! :),very satisfied,General
13136,936,50,,very satisfied,General Petite
13137,1020,52,Nice summer skirt that can be dressed up or down,very satisfied,General
13138,1078,35,"Great concept, but...",neutral,General
13139,975,66,Fantastic jacket,very satisfied,General Petite
13140,1078,30,Really happy!,very satisfied,General
13141,1094,25,So glad i ordered a size up,satisfied,General
13142,1037,45,,neutral,General
13143,1094,64,,satisfied,General
13144,975,55,Amazing,very satisfied,General Petite
13145,1078,63,Great first romper,very satisfied,General
13146,1020,53,Pretty and feminine but...,neutral,General
13147,1037,34,Super cute cords,very satisfied,General
13148,936,41,Great sweater,very satisfied,General Petite
13149,936,37,Love it!,very satisfied,General Petite
13150,1094,39,Perfection,very satisfied,General
13151,936,39,Roomy yet flattering,very satisfied,General Petite
13152,1037,56,Retro cords,very satisfied,General
13153,975,52,Great interpretation of the classic bomber jacket,very satisfied,General Petite
13154,1078,55,Love it!,very satisfied,General
13155,1037,38,Gorgeous and stylish,very satisfied,General
13156,1037,42,,very satisfied,General
13157,1094,32,Curvy girls beware,neutral,General
13158,933,64,Sunny surprise,very satisfied,General
13159,975,53,Embroidered beauty,very satisfied,General Petite
13160,1078,44,To cute!!!,very satisfied,General
13161,975,59,Special jacket,very satisfied,General Petite
13162,1078,35,Rompers aren't for me,neutral,General
13163,936,38,Perfect coatigan!,very satisfied,General Petite
13164,1094,67,Great dress,very satisfied,General
13165,1078,34,Lovely dress for all seasons!,very satisfied,General
13166,1078,45,Great spring/summer dress.,satisfied,General
13167,1081,36,Very loose,neutral,General Petite
13168,1095,27,Good quality,satisfied,General
13169,1078,64,Fabulous!,very satisfied,General
13170,1078,33,I love this dress!,very satisfied,General
13171,850,28,Light and lovely but not for me,neutral,General Petite
13172,1084,48,A colorful big box,very unsatisfied,General
13173,1078,63,,very satisfied,General
13174,1095,41,Elegant,very satisfied,General
13175,1078,27,Flimsy material,unsatisfied,General
13176,1081,33,,neutral,General Petite
13177,1030,44,,very satisfied,General
13178,1025,53,"Comfotable, cute jeans",very satisfied,General
13179,167,38,Love the stretch,very satisfied,General
13180,1081,68,Great dress but runs too big,satisfied,General Petite
13181,1078,53,Almost like raiding audrey hepburn's closet,very satisfied,General
13182,1078,39,"Fun, flirty, summery - love the color",very satisfied,General
13183,1081,39,"Had my eye on this, but dind't get",satisfied,General Petite
13184,1095,52,Stylish shift,satisfied,General
13185,940,46,Go to sweater!,very satisfied,General
13186,1078,43,Easy to wear dress,very satisfied,General
13187,1081,48,Simple and stunning,very satisfied,General Petite
13188,1078,40,Easy summer dress,satisfied,General
13189,1078,27,Bit disappointed,neutral,General
13190,1078,61,Easy to wear dress,very satisfied,General
13191,1078,44,Love this dress,very satisfied,General
13192,1025,67,Great pair of jeans!,very satisfied,General
13193,263,23,Very comfy!,satisfied,Initmates
13194,1078,38,Beautiful dress,satisfied,General
13195,1078,29,Throw it on and go,very satisfied,General
13196,1084,49,,satisfied,General
13197,850,36,Wide cut,unsatisfied,General Petite
13198,1078,42,My wife loves this dress!,very satisfied,General
13199,1078,56,Unreasonably flattering,satisfied,General
13200,1078,54,Very pretty fress,very satisfied,General
13201,850,24,Very cute and flattering,very satisfied,General Petite
13202,1078,39,Pop of posey,satisfied,General
13203,1030,64,More like leggings,neutral,General
13204,1081,44,Cute but a little big??,satisfied,General
13205,1033,32,Love more than i thought!,very satisfied,General
13206,850,34,Beautiful but very fragile,very satisfied,General Petite
13207,1078,26,So flattering!,very satisfied,General
13208,1078,56,Beautiful summer dress,very satisfied,General
13209,1078,25,Great movement,satisfied,General
13210,1078,23,"Super flattering, beautiful dress",very satisfied,General
13211,1078,64,,very satisfied,General
13212,1078,42,So fun and pretty!,very satisfied,General
13213,1078,45,"Feminine and flattering, love this dress!!",very satisfied,General
13214,1078,50,Great dress but heavy material,very satisfied,General
13215,850,50,Statement top!,very satisfied,General Petite
13216,1078,37,Lovely lines,satisfied,General
13217,1078,36,Great fit & feel,very satisfied,General
13218,1078,26,Buy it!,very satisfied,General
13219,1081,41,,very satisfied,General
13220,1078,42,Easy comfortable dress,very satisfied,General
13221,1078,29,,very satisfied,General
13222,1078,25,Gorgeous dress,very satisfied,General
13223,167,48,Almost perfect... check sizing!,very satisfied,General
13224,1078,41,Perfect!,very satisfied,General
13225,1078,45,Very flattering,very satisfied,General
13226,1078,38,I own three,very satisfied,General
13227,927,38,Runs small; also very fitted,satisfied,General Petite
13228,1078,35,"Feminine dress, size down",very satisfied,General
13229,1054,35,Fabulous item,very satisfied,General
13230,1078,47,Great dress!,very satisfied,General
13231,1078,29,Perfect if you have curves,satisfied,General
13232,1078,62,This product fabric feels great.,very satisfied,General
13233,1078,37,Pretty for spring and summer,satisfied,General
13234,1078,24,Love it!,very satisfied,General
13235,1095,19,,very satisfied,General
13236,850,37,,very satisfied,General
13237,167,47,Pricey for shorts but worth it,very satisfied,General
13238,1078,53,A new favorite!,very satisfied,General
13239,1030,42,Grew on me...,very satisfied,General
13240,1078,39,Cute summer dress!,satisfied,General
13241,167,44,,very satisfied,General
13242,1084,53,More beautiful in reality,satisfied,General
13243,1078,47,Easy and pretty,very satisfied,General
13244,1078,38,"Comfortable, easy dress",satisfied,General
13245,1078,39,Love this dress!!,very satisfied,General
13246,1095,27,Cute :),satisfied,General
13247,1078,31,Cute and comfy,satisfied,General
13248,1078,61,Just right,satisfied,General
13249,1078,27,Extremely flattering and comfortable,very satisfied,General
13250,167,36,First shorts i've loved in a while!,very satisfied,General
13251,167,48,,very satisfied,General
13252,1078,52,Flattering on all figures,very satisfied,General
13253,167,30,The best shorts!,very satisfied,General
13254,1076,74,Dissappointed,unsatisfied,General
13255,1078,30,,very satisfied,General
13256,862,36,Gorgeous top!,very satisfied,General
13257,936,42,Cute!,very satisfied,General Petite
13258,1039,38,For curvy girls!,satisfied,General
13259,855,39,Unique but a little short,satisfied,General
13260,903,35,,very satisfied,General Petite
13261,823,49,Love this top!,very satisfied,General
13262,909,29,Love!,very satisfied,General Petite
13263,903,50,Top,neutral,General Petite
13264,936,39,Meh,neutral,General Petite
13265,862,34,Extremely flowy,unsatisfied,General
13266,909,39,True to size but short,very satisfied,General Petite
13267,936,29,Nice simple sweater,very satisfied,General Petite
13268,936,46,Gorgeous green,satisfied,General Petite
13269,862,26,,very satisfied,General
13270,909,46,Great best sweater,satisfied,General Petite
13271,936,66,,satisfied,General Petite
13272,909,38,Short,neutral,General Petite
13273,936,39,Beautiful,very satisfied,General Petite
13274,995,44,Lovely skirt with interesting design,satisfied,General Petite
13275,903,35,Fit is funny.,neutral,General Petite
13276,936,46,Great color,very satisfied,General Petite
13277,1040,38,Great fall jeans!,very satisfied,General
13278,936,40,Fun sweater,very satisfied,General Petite
13279,936,73,I am in love with this sweater!!,very satisfied,General Petite
13280,914,32,Cute!,very satisfied,General
13281,936,31,Too short,unsatisfied,General Petite
13282,936,36,"Cute, but...",neutral,General Petite
13283,936,63,Bright sweater for a gray day,very satisfied,General Petite
13284,936,67,,very satisfied,General Petite
13285,909,38,Perfect fit..,satisfied,General Petite
13286,862,43,Romantic,very satisfied,General
13287,710,66,Substantial leggings,satisfied,Initmates
13288,936,38,Weird fit,unsatisfied,General Petite
13289,710,29,The best leggings,very satisfied,Initmates
13290,936,32,"Lovely, very warm, not form fitting",satisfied,General Petite
13291,995,48,Very happy!,very satisfied,General Petite
13292,823,52,Top has great colors,satisfied,General
13293,936,60,"Cute, simple sweater",very satisfied,General Petite
13294,936,37,,very satisfied,General Petite
13295,936,40,,neutral,General Petite
13296,862,26,Gorgeous,satisfied,General
13297,930,22,Pretty at first glance,unsatisfied,General
13298,875,45,Beautiful sweater!,very satisfied,General Petite
13299,829,31,Cute top,satisfied,General Petite
13300,1038,59,,very satisfied,General Petite
13301,836,38,Winner,very satisfied,General Petite
13302,836,38,,very satisfied,General Petite
13303,1035,31,(mostly) good,satisfied,General
13304,875,74,Versitile,very satisfied,General Petite
13305,789,53,Cupro like silk,very satisfied,Initmates
13306,1038,30,Pilcro jeans,satisfied,General Petite
13307,836,70,Great quality chambray top,very satisfied,General Petite
13308,1038,38,Love them!,very satisfied,General Petite
13309,864,41,Gigantic,unsatisfied,General Petite
13310,872,62,,very satisfied,General
13311,1038,39,A fun and sassy jean,very satisfied,General Petite
13312,1049,38,,unsatisfied,General
13313,836,38,,satisfied,General Petite
13314,1077,63,Easy dress to love,very satisfied,General Petite
13315,1038,42,"Good quality, strange fit",neutral,General Petite
13316,1038,23,Great jeans,very satisfied,General Petite
13317,836,63,Love! so comfy and chic,very satisfied,General Petite
13318,1077,33,Please make this in solid colors!,satisfied,General Petite
13319,1035,42,Not so flattering on the backside,unsatisfied,General
13320,1077,31,Great dress,very satisfied,General Petite
13321,930,74,Great sweater,very satisfied,General
13322,1077,24,A very blouse-like dress - very cute,neutral,General Petite
13323,1038,32,Great casual,satisfied,General Petite
13324,1038,49,Not for everyone,unsatisfied,General Petite
13325,1049,47,,satisfied,General
13326,1038,31,Cute jeans but runs large,neutral,General Petite
13327,1038,56,Freshly fashionable & comfy,very satisfied,General Petite
13328,980,26,Jacket even better in person!,very satisfied,General Petite
13329,1038,44,Great weekend jean,very satisfied,General Petite
13330,875,47,Beautiful color,very satisfied,General Petite
13331,872,27,Love it!,very satisfied,General
13332,836,27,Love love love,very satisfied,General Petite
13333,980,45,"Beautiful, substantial jacket",very satisfied,General Petite
13334,829,46,Beautiful!,very satisfied,General Petite
13335,1038,22,,unsatisfied,General Petite
13336,1038,56,Super comfortable and flattering,satisfied,General Petite
13337,1038,49,Nice jean,neutral,General Petite
13338,988,23,,neutral,General Petite
13339,829,38,"Love, but difficult fit",satisfied,General Petite
13340,836,35,Staple with a twist,very satisfied,General Petite
13341,829,54,Love this top,very satisfied,General Petite
13342,1077,71,Beautiful! but big,very satisfied,General Petite
13343,1036,40,So mixed on these,satisfied,General
13344,836,24,Beautiful material and back crochet,very satisfied,General Petite
13345,872,46,On the fence,satisfied,General
13346,803,30,Quirky & cute,satisfied,Initmates
13347,1038,49,Comfy jeans,very satisfied,General Petite
13348,1038,30,Disappointing,very unsatisfied,General Petite
13349,1038,29,"Loose in the crotch, jegging-like everywhere else",neutral,General Petite
13350,1038,41,,very satisfied,General Petite
13351,1038,41,Comfortable jeans!,very satisfied,General Petite
13352,803,40,It just wasn't perfectly cozy,satisfied,Initmates
13353,1038,38,Cute jeans,very satisfied,General Petite
13354,393,26,Love retailer bathing suits!,very satisfied,Initmates
13355,875,52,,very satisfied,General Petite
13356,1038,56,Good alternative to boy jeans......,satisfied,General Petite
13357,1074,57,,neutral,General
13358,870,24,Love this top!!!!,very satisfied,General Petite
13359,870,47,"Boxy, short and unflattering",unsatisfied,General Petite
13360,870,62,Not like the picture at all,unsatisfied,General Petite
13361,975,54,Pleasant surprise!,very satisfied,General Petite
13362,866,48,I like it in xxs,satisfied,General Petite
13363,866,28,Comfy and cute,very satisfied,General Petite
13364,870,44,Amazing.,very satisfied,General Petite
13365,948,24,Stunning!,very satisfied,General
13366,866,33,Boxy. large.,neutral,General Petite
13367,1074,45,Cheaply made,neutral,General
13368,1072,43,Retro awesomeness,very satisfied,General
13369,1099,41,"Very cute, well made",very satisfied,General
13370,1072,64,Love this dress!,very satisfied,General
13371,909,60,"Beautiful, but not for everyone!",satisfied,General Petite
13372,909,34,,satisfied,General Petite
13373,1072,35,"Great dress, poor stitching",unsatisfied,General
13374,1153,42,Hook and eye issues,unsatisfied,General
13375,936,28,So cozy! love it.,very satisfied,General Petite
13376,936,38,Beautifully knit sweater,very satisfied,General Petite
13377,909,53,,very satisfied,General Petite
13378,1153,37,Too big!,neutral,General
13379,1059,53,,very satisfied,General Petite
13380,1072,31,"Comfortable, boho dress",very satisfied,General
13381,1072,40,Beautiful print!,very satisfied,General
13382,1072,41,Beautifully bohemian,very satisfied,General
13383,1153,82,Perfect lnd (little navy dress),very satisfied,General
13384,1072,26,Beautiful print,very satisfied,General
13385,1153,29,I love this dress!,very satisfied,General
13386,811,66,Runs small,very satisfied,Initmates
13387,967,29,Love this jacket!,very satisfied,General
13388,936,31,Comfy cozy,very satisfied,General Petite
13389,1072,35,Love this dress!,very satisfied,General
13390,936,25,Thick and cozy,very satisfied,General Petite
13391,811,32,Great basic!,very satisfied,Initmates
13392,1072,39,Size down please,very satisfied,General
13393,1153,39,Gorgeous classic in navy,very satisfied,General
13394,1072,61,Huge for petite,very unsatisfied,General
13395,1072,44,,very satisfied,General
13396,975,64,Disappointing,unsatisfied,General
13397,1072,52,,very satisfied,General
13398,1094,44,It does work for busty gals!!!,very satisfied,General Petite
13399,927,36,Buy this!,very satisfied,General Petite
13400,927,48,,very satisfied,General Petite
13401,1049,62,Maybe if they go on sale...,satisfied,General
13402,927,20,More of a poncho than a sweater,neutral,General Petite
13403,864,23,Cute but too short,unsatisfied,General Petite
