tiempo_completo,id_personal,mes,mes_id,sku_id,ventas_totales,ingresos_anio_pasado,calificacion_servicio,comentarios_adicionales,fecha_contratacion
si,3,junio,6,26,14,22400,Excelente,atento,22/07/2018
si,3,julio,7,26,16,25600,Excelente,amable servicial,22/07/2018
si,3,agosto,8,26,3,4800,Excelente,servicial,22/07/2018
si,3,septiembre,9,26,13,20800,Excelente,atento,22/07/2018
si,3,enero,1,27,11,17600,Regular,despistado tardado,22/07/2018
si,3,febrero,2,27,16,25600,Excelente,amable servicial,22/07/2018
si,3,marzo,3,27,20,32000,Excelente,servicial,22/07/2018
si,3,abril,4,27,8,12800,Excelente,atento,22/07/2018
si,3,mayo,5,27,13,20800,Excelente,amable servicial,22/07/2018
si,3,junio,6,27,10,16000,Excelente,servicial,22/07/2018
si,3,julio,7,27,20,32000,Excelente,atento,22/07/2018
si,3,agosto,8,27,8,12800,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,27,18,28800,Excelente,servicial,22/07/2018
si,3,enero,1,28,13,20800,Regular,lento servicial amigable,22/07/2018
si,3,febrero,2,28,15,24000,Excelente,atento,22/07/2018
si,3,marzo,3,28,1,1600,Excelente,amable servicial,22/07/2018
si,3,abril,4,28,7,11200,Excelente,servicial,22/07/2018
si,3,mayo,5,28,13,20800,Excelente,atento,22/07/2018
si,3,junio,6,28,2,3200,Excelente,amable servicial,22/07/2018
si,3,julio,7,28,12,19200,Excelente,servicial,22/07/2018
si,3,agosto,8,28,13,20800,Excelente,atento,22/07/2018
si,3,septiembre,9,28,2,3200,Excelente,amable servicial,22/07/2018
si,3,enero,1,29,13,20800,Regular,lento,22/07/2018
si,3,febrero,2,29,14,22400,Excelente,servicial,22/07/2018
si,3,marzo,3,29,15,24000,Excelente,atento,22/07/2018
si,3,abril,4,29,20,32000,Excelente,amable servicial,22/07/2018
si,3,mayo,5,29,18,28800,Excelente,servicial,22/07/2018
si,3,junio,6,29,7,11200,Excelente,atento,22/07/2018
si,3,julio,7,29,2,3200,Excelente,amable servicial,22/07/2018
si,3,agosto,8,29,18,28800,Excelente,servicial,22/07/2018
si,3,septiembre,9,29,3,4800,Excelente,atento,22/07/2018
si,3,enero,1,30,20,32000,Regular,tarado,22/07/2018
si,3,febrero,2,30,17,27200,Excelente,amable servicial,22/07/2018
si,3,marzo,3,30,16,25600,Excelente,servicial,22/07/2018
si,3,abril,4,30,4,6400,Excelente,atento,22/07/2018
si,3,mayo,5,30,13,20800,Excelente,amable servicial,22/07/2018
si,3,junio,6,30,4,6400,Excelente,servicial,22/07/2018
si,3,julio,7,30,14,22400,Excelente,atento,22/07/2018
si,3,agosto,8,30,15,24000,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,30,10,16000,Excelente,servicial,22/07/2018
si,3,enero,1,31,10,16000,Regular,despistado,22/07/2018
si,3,febrero,2,31,12,19200,Excelente,atento,22/07/2018
si,3,marzo,3,31,15,24000,Excelente,amable servicial,22/07/2018
si,3,abril,4,31,16,25600,Excelente,servicial,22/07/2018
si,3,mayo,5,31,3,4800,Excelente,atento,22/07/2018
si,3,junio,6,31,8,12800,Excelente,amable servicial,22/07/2018
si,3,julio,7,31,3,4800,Excelente,servicial,22/07/2018
si,3,agosto,8,31,17,27200,Excelente,atento,22/07/2018
si,3,septiembre,9,31,19,30400,Excelente,amable servicial,22/07/2018
si,3,enero,1,32,2,3200,Regular,despistado tardado,22/07/2018
si,3,febrero,2,32,2,3200,Excelente,servicial,22/07/2018
si,3,marzo,3,32,11,17600,Excelente,atento,22/07/2018
si,3,abril,4,32,2,3200,Excelente,amable servicial,22/07/2018
si,3,mayo,5,32,2,3200,Excelente,servicial,22/07/2018
si,3,junio,6,32,11,17600,Excelente,atento,22/07/2018
si,3,julio,7,32,4,6400,Excelente,amable servicial,22/07/2018
si,3,agosto,8,32,13,20800,Excelente,servicial,22/07/2018
si,3,septiembre,9,32,18,28800,Excelente,atento,22/07/2018
si,3,enero,1,33,14,22400,Regular,lento servicial amigable,22/07/2018
si,3,febrero,2,33,20,32000,Excelente,amable servicial,22/07/2018
si,3,marzo,3,33,15,24000,Excelente,servicial,22/07/2018
si,3,abril,4,33,4,6400,Excelente,atento,22/07/2018
si,3,mayo,5,33,14,22400,Excelente,amable servicial,22/07/2018
si,3,junio,6,33,14,22400,Excelente,servicial,22/07/2018
si,3,julio,7,33,18,28800,Excelente,atento,22/07/2018
si,3,agosto,8,33,8,12800,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,33,10,16000,Excelente,servicial,22/07/2018
si,3,enero,1,34,6,9600,Regular,lento,22/07/2018
si,3,febrero,2,34,14,22400,Excelente,atento,22/07/2018
si,3,marzo,3,34,3,4800,Excelente,amable servicial,22/07/2018
si,3,abril,4,34,11,17600,Excelente,servicial,22/07/2018
si,3,mayo,5,34,9,14400,Excelente,atento,22/07/2018
si,3,junio,6,34,10,16000,Excelente,amable servicial,22/07/2018
si,3,julio,7,34,4,6400,Excelente,servicial,22/07/2018
si,3,agosto,8,34,20,32000,Excelente,atento,22/07/2018
si,3,septiembre,9,34,17,27200,Excelente,amable servicial,22/07/2018
si,4,enero,1,1,8,12800,Regular,tarado,15/06/2018
si,4,febrero,2,1,18,28800,Excelente,servicial,15/06/2018
si,4,marzo,3,1,18,28800,Excelente,atento,15/06/2018
si,4,abril,4,1,16,25600,Excelente,amable servicial,15/06/2018
si,4,mayo,5,1,11,17600,Excelente,servicial,15/06/2018
si,4,junio,6,1,20,32000,Excelente,atento,15/06/2018
si,4,julio,7,1,2,3200,Excelente,amable servicial,15/06/2018
si,4,agosto,8,1,9,14400,Excelente,servicial,15/06/2018
si,4,septiembre,9,1,20,32000,Excelente,atento,15/06/2018
si,4,enero,1,2,6,9600,Regular,despistado,15/06/2018
si,4,febrero,2,2,15,24000,Excelente,amable servicial,15/06/2018
si,4,marzo,3,2,6,9600,Excelente,servicial,15/06/2018
si,4,abril,4,2,3,4800,Excelente,atento,15/06/2018
si,4,mayo,5,2,12,19200,Excelente,amable servicial,15/06/2018
si,4,junio,6,2,3,4800,Excelente,servicial,15/06/2018
si,4,julio,7,2,4,6400,Excelente,atento,15/06/2018
si,4,agosto,8,2,6,9600,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,2,5,8000,Excelente,servicial,15/06/2018
si,4,enero,1,3,19,30400,Regular,despistado tardado,15/06/2018
si,4,febrero,2,3,1,1600,Excelente,atento,15/06/2018
si,4,marzo,3,3,9,14400,Excelente,amable servicial,15/06/2018
si,4,abril,4,3,11,17600,Excelente,servicial,15/06/2018
si,4,mayo,5,3,6,9600,Excelente,atento,15/06/2018
si,4,junio,6,3,20,32000,Excelente,amable servicial,15/06/2018
si,4,julio,7,3,18,28800,Excelente,servicial,15/06/2018
si,4,agosto,8,3,3,4800,Excelente,atento,15/06/2018
si,4,septiembre,9,3,3,4800,Excelente,amable servicial,15/06/2018
si,4,enero,1,4,0,0,Regular,lento servicial amigable,15/06/2018
si,4,febrero,2,4,10,16000,Excelente,servicial,15/06/2018
si,4,marzo,3,4,1,1600,Excelente,atento,15/06/2018
si,4,abril,4,4,6,9600,Excelente,amable servicial,15/06/2018
si,4,mayo,5,4,2,3200,Excelente,servicial,15/06/2018
si,4,junio,6,4,16,25600,Excelente,atento,15/06/2018
si,4,julio,7,4,20,32000,Excelente,amable servicial,15/06/2018
si,4,agosto,8,4,15,24000,Excelente,servicial,15/06/2018
si,4,septiembre,9,4,8,12800,Excelente,atento,15/06/2018
si,4,enero,1,5,7,11200,Regular,lento,15/06/2018
si,4,febrero,2,5,1,1600,Excelente,amable servicial,15/06/2018
si,4,marzo,3,5,7,11200,Excelente,servicial,15/06/2018
si,4,abril,4,5,7,11200,Excelente,atento,15/06/2018
si,4,mayo,5,5,2,3200,Excelente,amable servicial,15/06/2018
si,4,junio,6,5,13,20800,Excelente,servicial,15/06/2018
si,4,julio,7,5,7,11200,Excelente,atento,15/06/2018
si,4,agosto,8,5,18,28800,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,5,18,28800,Excelente,servicial,15/06/2018
si,4,enero,1,6,10,16000,Regular,tarado,15/06/2018
si,4,febrero,2,6,11,17600,Excelente,atento,15/06/2018
si,4,marzo,3,6,6,9600,Excelente,amable servicial,15/06/2018
si,4,abril,4,6,20,32000,Excelente,servicial,15/06/2018
si,4,mayo,5,6,1,1600,Excelente,atento,15/06/2018
si,4,junio,6,6,15,24000,Excelente,amable servicial,15/06/2018
si,4,julio,7,6,17,27200,Excelente,servicial,15/06/2018
si,4,agosto,8,6,6,9600,Excelente,atento,15/06/2018
si,4,septiembre,9,6,2,3200,Excelente,amable servicial,15/06/2018
si,4,enero,1,7,13,20800,Regular,despistado,15/06/2018
si,4,febrero,2,7,14,22400,Excelente,servicial,15/06/2018
si,4,marzo,3,7,17,27200,Excelente,atento,15/06/2018
si,4,abril,4,7,13,20800,Excelente,amable servicial,15/06/2018
si,4,mayo,5,7,11,17600,Excelente,servicial,15/06/2018
si,4,junio,6,7,3,4800,Excelente,atento,15/06/2018
si,4,julio,7,7,15,24000,Excelente,amable servicial,15/06/2018
si,4,agosto,8,7,16,25600,Excelente,servicial,15/06/2018
si,4,septiembre,9,7,18,28800,Excelente,atento,15/06/2018
si,4,enero,1,8,12,19200,Regular,despistado tardado,15/06/2018
si,4,febrero,2,8,3,4800,Excelente,amable servicial,15/06/2018
si,4,marzo,3,8,0,0,Excelente,servicial,15/06/2018
si,4,abril,4,8,17,27200,Excelente,atento,15/06/2018
si,4,mayo,5,8,3,4800,Excelente,amable servicial,15/06/2018
si,4,junio,6,8,19,30400,Excelente,servicial,15/06/2018
si,4,julio,7,8,3,4800,Excelente,atento,15/06/2018
si,4,agosto,8,8,20,32000,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,8,7,11200,Excelente,servicial,15/06/2018
si,4,enero,1,9,2,3200,Regular,lento servicial amigable,15/06/2018
si,4,febrero,2,9,10,16000,Excelente,atento,15/06/2018
si,4,marzo,3,9,16,25600,Excelente,amable servicial,15/06/2018
si,4,abril,4,9,10,16000,Excelente,servicial,15/06/2018
si,4,mayo,5,9,15,24000,Excelente,atento,15/06/2018
si,4,junio,6,9,0,0,Excelente,amable servicial,15/06/2018
si,4,julio,7,9,18,28800,Excelente,servicial,15/06/2018
si,4,agosto,8,9,18,28800,Excelente,atento,15/06/2018
si,4,septiembre,9,9,15,24000,Excelente,amable servicial,15/06/2018
si,4,enero,1,10,13,20800,Regular,lento,15/06/2018
si,4,febrero,2,10,4,6400,Excelente,servicial,15/06/2018
si,4,marzo,3,10,5,8000,Excelente,atento,15/06/2018
si,4,abril,4,10,0,0,Excelente,amable servicial,15/06/2018
si,4,mayo,5,10,0,0,Excelente,servicial,15/06/2018
si,4,junio,6,10,5,8000,Excelente,atento,15/06/2018
si,4,julio,7,10,14,22400,Excelente,amable servicial,15/06/2018
si,4,agosto,8,10,8,12800,Excelente,servicial,15/06/2018
si,4,septiembre,9,10,19,30400,Excelente,atento,15/06/2018
si,4,enero,1,11,12,19200,Regular,tarado,15/06/2018
si,4,febrero,2,11,9,14400,Excelente,amable servicial,15/06/2018
si,4,marzo,3,11,19,30400,Excelente,servicial,15/06/2018
si,4,abril,4,11,3,4800,Excelente,atento,15/06/2018
si,4,mayo,5,11,19,30400,Excelente,amable servicial,15/06/2018
si,4,junio,6,11,18,28800,Excelente,servicial,15/06/2018
si,4,julio,7,11,16,25600,Excelente,atento,15/06/2018
si,4,agosto,8,11,15,24000,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,11,3,4800,Excelente,servicial,15/06/2018
si,4,enero,1,12,6,9600,Regular,despistado,15/06/2018
si,4,febrero,2,12,18,28800,Excelente,atento,15/06/2018
si,4,marzo,3,12,4,6400,Excelente,amable servicial,15/06/2018
si,4,abril,4,12,6,9600,Excelente,servicial,15/06/2018
si,4,mayo,5,12,14,22400,Excelente,atento,15/06/2018
si,4,junio,6,12,18,28800,Excelente,amable servicial,15/06/2018
si,4,julio,7,12,5,8000,Excelente,servicial,15/06/2018
si,4,agosto,8,12,10,16000,Excelente,atento,15/06/2018
si,4,septiembre,9,12,19,30400,Excelente,amable servicial,15/06/2018
si,4,enero,1,13,5,8000,Regular,despistado tardado,15/06/2018
si,4,febrero,2,13,12,19200,Excelente,servicial,15/06/2018
si,4,marzo,3,13,8,12800,Excelente,atento,15/06/2018
si,4,abril,4,13,14,22400,Excelente,amable servicial,15/06/2018
si,4,mayo,5,13,20,32000,Excelente,servicial,15/06/2018
si,4,junio,6,13,15,24000,Excelente,atento,15/06/2018
si,4,julio,7,13,17,27200,Excelente,amable servicial,15/06/2018
si,4,agosto,8,13,20,32000,Excelente,servicial,15/06/2018
si,4,septiembre,9,13,13,20800,Excelente,atento,15/06/2018
si,4,enero,1,14,6,9600,Regular,lento servicial amigable,15/06/2018
si,4,febrero,2,14,13,20800,Excelente,amable servicial,15/06/2018
si,4,marzo,3,14,6,9600,Excelente,servicial,15/06/2018
si,4,abril,4,14,15,24000,Excelente,atento,15/06/2018
si,4,mayo,5,14,9,14400,Excelente,amable servicial,15/06/2018
si,4,junio,6,14,11,17600,Excelente,servicial,15/06/2018
si,4,julio,7,14,18,28800,Excelente,atento,15/06/2018
si,4,agosto,8,14,19,30400,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,14,6,9600,Excelente,servicial,15/06/2018
si,4,enero,1,15,11,17600,Regular,lento,15/06/2018
si,4,febrero,2,15,12,19200,Excelente,atento,15/06/2018
si,4,marzo,3,15,17,27200,Excelente,amable servicial,15/06/2018
si,4,abril,4,15,18,28800,Excelente,servicial,15/06/2018
si,4,mayo,5,15,17,27200,Excelente,atento,15/06/2018
si,4,junio,6,15,9,14400,Excelente,amable servicial,15/06/2018
si,4,julio,7,15,0,0,Excelente,servicial,15/06/2018
si,4,agosto,8,15,0,0,Excelente,atento,15/06/2018
si,4,septiembre,9,15,13,20800,Excelente,amable servicial,15/06/2018
si,4,enero,1,16,11,17600,Regular,tarado,15/06/2018
si,4,febrero,2,16,0,0,Excelente,servicial,15/06/2018
si,4,marzo,3,16,2,3200,Excelente,atento,15/06/2018
si,4,abril,4,16,3,4800,Excelente,amable servicial,15/06/2018
si,4,mayo,5,16,13,20800,Excelente,servicial,15/06/2018
si,4,junio,6,16,11,17600,Excelente,atento,15/06/2018
si,4,julio,7,16,20,32000,Excelente,amable servicial,15/06/2018
si,4,agosto,8,16,4,6400,Excelente,servicial,15/06/2018
si,4,septiembre,9,16,18,28800,Excelente,atento,15/06/2018
si,4,enero,1,17,7,11200,Regular,despistado,15/06/2018
si,4,febrero,2,17,13,20800,Excelente,amable servicial,15/06/2018
si,4,marzo,3,17,15,24000,Excelente,servicial,15/06/2018
si,4,abril,4,17,9,14400,Excelente,atento,15/06/2018
si,4,mayo,5,17,14,22400,Excelente,amable servicial,15/06/2018
si,4,junio,6,17,17,27200,Excelente,servicial,15/06/2018
si,4,julio,7,17,8,12800,Excelente,atento,15/06/2018
si,4,agosto,8,17,14,22400,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,17,6,9600,Excelente,servicial,15/06/2018
si,4,enero,1,18,2,3200,Regular,despistado tardado,15/06/2018
si,4,febrero,2,18,3,4800,Excelente,atento,15/06/2018
si,4,marzo,3,18,7,11200,Excelente,amable servicial,15/06/2018
si,4,abril,4,18,2,3200,Excelente,servicial,15/06/2018
si,4,mayo,5,18,3,4800,Excelente,atento,15/06/2018
si,4,junio,6,18,3,4800,Excelente,amable servicial,15/06/2018
si,4,julio,7,18,17,27200,Excelente,servicial,15/06/2018
si,4,agosto,8,18,12,19200,Excelente,atento,15/06/2018
si,4,septiembre,9,18,17,27200,Excelente,amable servicial,15/06/2018
si,4,enero,1,19,9,14400,Regular,lento servicial amigable,15/06/2018
si,4,febrero,2,19,4,6400,Excelente,servicial,15/06/2018
si,4,marzo,3,19,13,20800,Excelente,atento,15/06/2018
si,4,abril,4,19,18,28800,Excelente,amable servicial,15/06/2018
si,4,mayo,5,19,5,8000,Excelente,servicial,15/06/2018
si,4,junio,6,19,4,6400,Excelente,atento,15/06/2018
si,4,julio,7,19,19,30400,Excelente,amable servicial,15/06/2018
si,4,agosto,8,19,7,11200,Excelente,servicial,15/06/2018
si,4,septiembre,9,19,6,9600,Excelente,atento,15/06/2018
si,4,enero,1,20,13,20800,Regular,lento,15/06/2018
si,4,febrero,2,20,14,22400,Excelente,amable servicial,15/06/2018
si,4,marzo,3,20,11,17600,Excelente,servicial,15/06/2018
si,4,abril,4,20,18,28800,Excelente,atento,15/06/2018
si,4,mayo,5,20,11,17600,Excelente,amable servicial,15/06/2018
si,4,junio,6,20,7,11200,Excelente,servicial,15/06/2018
si,4,julio,7,20,6,9600,Excelente,atento,15/06/2018
si,4,agosto,8,20,5,8000,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,20,16,25600,Excelente,servicial,15/06/2018
si,4,enero,1,21,16,25600,Regular,tarado,15/06/2018
si,4,febrero,2,21,7,11200,Excelente,atento,15/06/2018
si,4,marzo,3,21,0,0,Excelente,amable servicial,15/06/2018
si,4,abril,4,21,8,12800,Excelente,servicial,15/06/2018
si,4,mayo,5,21,19,30400,Excelente,atento,15/06/2018
si,4,junio,6,21,14,22400,Excelente,amable servicial,15/06/2018
si,4,julio,7,21,13,20800,Excelente,servicial,15/06/2018
si,4,agosto,8,21,7,11200,Excelente,atento,15/06/2018
si,4,septiembre,9,21,2,3200,Excelente,amable servicial,15/06/2018
si,4,enero,1,22,6,9600,Regular,despistado,15/06/2018
si,4,febrero,2,22,4,6400,Excelente,servicial,15/06/2018
si,4,marzo,3,22,1,1600,Excelente,atento,15/06/2018
si,4,abril,4,22,1,1600,Excelente,amable servicial,15/06/2018
si,4,mayo,5,22,11,17600,Excelente,servicial,15/06/2018
si,4,junio,6,22,5,8000,Excelente,atento,15/06/2018
si,4,julio,7,22,20,32000,Excelente,amable servicial,15/06/2018
si,4,agosto,8,22,20,32000,Excelente,servicial,15/06/2018
si,4,septiembre,9,22,7,11200,Excelente,atento,15/06/2018
si,4,enero,1,23,9,14400,Regular,despistado tardado,15/06/2018
si,4,febrero,2,23,9,14400,Excelente,amable servicial,15/06/2018
si,4,marzo,3,23,16,25600,Excelente,servicial,15/06/2018
si,4,abril,4,23,18,28800,Excelente,atento,15/06/2018
si,4,mayo,5,23,14,22400,Excelente,amable servicial,15/06/2018
si,4,junio,6,23,18,28800,Excelente,servicial,15/06/2018
si,4,julio,7,23,13,20800,Excelente,atento,15/06/2018
si,4,agosto,8,23,0,0,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,23,14,22400,Excelente,servicial,15/06/2018
si,4,enero,1,24,1,1600,Regular,lento servicial amigable,15/06/2018
si,4,febrero,2,24,0,0,Excelente,atento,15/06/2018
si,4,marzo,3,24,10,16000,Excelente,amable servicial,15/06/2018
si,4,abril,4,24,0,0,Excelente,servicial,15/06/2018
si,4,mayo,5,24,0,0,Excelente,atento,15/06/2018
si,4,junio,6,24,8,12800,Excelente,amable servicial,15/06/2018
si,4,julio,7,24,10,16000,Excelente,servicial,15/06/2018
si,4,agosto,8,24,4,6400,Excelente,atento,15/06/2018
si,4,septiembre,9,24,19,30400,Excelente,amable servicial,15/06/2018
si,4,enero,1,25,8,12800,Regular,lento,15/06/2018
si,4,febrero,2,25,10,16000,Excelente,servicial,15/06/2018
si,4,marzo,3,25,2,3200,Excelente,atento,15/06/2018
si,4,abril,4,25,8,12800,Excelente,amable servicial,15/06/2018
si,4,mayo,5,25,8,12800,Excelente,servicial,15/06/2018
si,4,junio,6,25,2,3200,Excelente,atento,15/06/2018
si,4,julio,7,25,4,6400,Excelente,amable servicial,15/06/2018
si,4,agosto,8,25,14,22400,Excelente,servicial,15/06/2018
si,4,septiembre,9,25,2,3200,Excelente,atento,15/06/2018
si,4,enero,1,26,11,17600,Regular,tarado,15/06/2018
si,4,febrero,2,26,16,25600,Excelente,amable servicial,15/06/2018
si,4,marzo,3,26,5,8000,Excelente,servicial,15/06/2018
si,4,abril,4,26,9,14400,Excelente,atento,15/06/2018
si,4,mayo,5,26,16,25600,Excelente,amable servicial,15/06/2018
si,4,junio,6,26,13,20800,Excelente,servicial,15/06/2018
si,4,julio,7,26,18,28800,Excelente,atento,15/06/2018
si,4,agosto,8,26,3,4800,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,26,5,8000,Excelente,servicial,15/06/2018
si,4,enero,1,27,3,4800,Regular,despistado,15/06/2018
si,4,febrero,2,27,8,12800,Excelente,atento,15/06/2018
si,4,marzo,3,27,16,25600,Excelente,amable servicial,15/06/2018
si,4,abril,4,27,12,19200,Excelente,servicial,15/06/2018
si,4,mayo,5,27,12,19200,Excelente,atento,15/06/2018
si,4,junio,6,27,19,30400,Excelente,amable servicial,15/06/2018
si,4,julio,7,27,16,25600,Excelente,servicial,15/06/2018
si,4,agosto,8,27,5,8000,Excelente,atento,15/06/2018
si,4,septiembre,9,27,16,25600,Excelente,amable servicial,15/06/2018
si,4,enero,1,28,13,20800,Regular,despistado tardado,15/06/2018
si,4,febrero,2,28,14,22400,Excelente,servicial,15/06/2018
si,4,marzo,3,28,19,30400,Excelente,atento,15/06/2018
si,4,abril,4,28,2,3200,Excelente,amable servicial,15/06/2018
si,4,mayo,5,28,4,6400,Excelente,servicial,15/06/2018
si,4,junio,6,28,20,32000,Excelente,atento,15/06/2018
si,4,julio,7,28,4,6400,Excelente,amable servicial,15/06/2018
si,4,agosto,8,28,17,27200,Excelente,servicial,15/06/2018
si,4,septiembre,9,28,6,9600,Excelente,atento,15/06/2018
si,4,enero,1,29,20,32000,Regular,lento servicial amigable,15/06/2018
si,4,febrero,2,29,15,24000,Excelente,amable servicial,15/06/2018
si,4,marzo,3,29,0,0,Excelente,servicial,15/06/2018
si,4,abril,4,29,13,20800,Excelente,atento,15/06/2018
si,4,mayo,5,29,18,28800,Excelente,amable servicial,15/06/2018
si,4,junio,6,29,18,28800,Excelente,servicial,15/06/2018
si,4,julio,7,29,3,4800,Excelente,atento,15/06/2018
si,4,agosto,8,29,12,19200,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,29,14,22400,Excelente,servicial,15/06/2018
si,4,enero,1,30,6,9600,Regular,lento,15/06/2018
si,4,febrero,2,30,9,14400,Excelente,atento,15/06/2018
si,4,marzo,3,30,1,1600,Excelente,amable servicial,15/06/2018
si,4,abril,4,30,11,17600,Excelente,servicial,15/06/2018
si,4,mayo,5,30,5,8000,Excelente,atento,15/06/2018
si,4,junio,6,30,20,32000,Excelente,amable servicial,15/06/2018
si,4,julio,7,30,17,27200,Excelente,servicial,15/06/2018
si,4,agosto,8,30,5,8000,Excelente,atento,15/06/2018
si,4,septiembre,9,30,5,8000,Excelente,amable servicial,15/06/2018
si,4,enero,1,31,10,16000,Regular,tarado,15/06/2018
si,4,febrero,2,31,17,27200,Excelente,servicial,15/06/2018
si,4,marzo,3,31,5,8000,Excelente,atento,15/06/2018
si,4,abril,4,31,15,24000,Excelente,amable servicial,15/06/2018
si,4,mayo,5,31,14,22400,Excelente,servicial,15/06/2018
si,4,junio,6,31,17,27200,Excelente,atento,15/06/2018
si,4,julio,7,31,15,24000,Excelente,amable servicial,15/06/2018
si,4,agosto,8,31,18,28800,Excelente,servicial,15/06/2018
si,4,septiembre,9,31,14,22400,Excelente,atento,15/06/2018
si,4,enero,1,32,4,6400,Regular,despistado,15/06/2018
si,4,febrero,2,32,8,12800,Excelente,amable servicial,15/06/2018
si,4,marzo,3,32,18,28800,Excelente,servicial,15/06/2018
si,4,abril,4,32,9,14400,Excelente,atento,15/06/2018
si,4,mayo,5,32,6,9600,Excelente,amable servicial,15/06/2018
si,4,junio,6,32,16,25600,Excelente,servicial,15/06/2018
si,4,julio,7,32,2,3200,Excelente,atento,15/06/2018
si,4,agosto,8,32,19,30400,Excelente,amable servicial,15/06/2018
si,4,septiembre,9,32,13,20800,Excelente,servicial,15/06/2018
si,4,enero,1,33,16,25600,Regular,despistado tardado,15/06/2018
si,4,febrero,2,33,20,32000,Excelente,atento,15/06/2018
si,4,marzo,3,33,2,3200,Excelente,amable servicial,15/06/2018
si,4,abril,4,33,3,4800,Excelente,servicial,15/06/2018
si,4,mayo,5,33,19,30400,Excelente,atento,15/06/2018
si,4,junio,6,33,12,19200,Excelente,amable servicial,15/06/2018
si,4,julio,7,33,10,16000,Excelente,servicial,15/06/2018
si,4,agosto,8,33,4,6400,Excelente,atento,15/06/2018
si,4,septiembre,9,33,8,12800,Excelente,amable servicial,15/06/2018
si,4,enero,1,34,13,20800,Regular,lento servicial amigable,15/06/2018
si,4,febrero,2,34,17,27200,Excelente,servicial,15/06/2018
si,4,marzo,3,34,2,3200,Excelente,atento,15/06/2018
si,4,abril,4,34,11,17600,Excelente,amable servicial,15/06/2018
si,4,mayo,5,34,2,3200,Excelente,servicial,15/06/2018
si,4,junio,6,34,5,8000,Excelente,atento,15/06/2018
si,4,julio,7,34,13,20800,Excelente,amable servicial,15/06/2018
si,4,agosto,8,34,1,1600,Excelente,servicial,15/06/2018
si,4,septiembre,9,34,9,14400,Excelente,atento,15/06/2018
si,5,enero,1,1,2,3200,Regular,lento,09/09/2016
si,5,febrero,2,1,19,30400,Excelente,amable servicial,09/09/2016
si,5,marzo,3,1,0,0,Excelente,servicial,09/09/2016
si,5,abril,4,1,18,28800,Excelente,atento,09/09/2016
si,5,mayo,5,1,7,11200,Excelente,amable servicial,09/09/2016
si,5,junio,6,1,3,4800,Excelente,servicial,09/09/2016
si,5,julio,7,1,0,0,Excelente,atento,09/09/2016
si,5,agosto,8,1,18,28800,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,1,4,6400,Excelente,servicial,09/09/2016
si,5,enero,1,2,3,4800,Regular,tarado,09/09/2016
si,5,febrero,2,2,18,28800,Excelente,atento,09/09/2016
si,5,marzo,3,2,7,11200,Excelente,amable servicial,09/09/2016
si,5,abril,4,2,5,8000,Excelente,servicial,09/09/2016
si,5,mayo,5,2,5,8000,Excelente,atento,09/09/2016
si,5,junio,6,2,19,30400,Excelente,amable servicial,09/09/2016
si,5,julio,7,2,18,28800,Excelente,servicial,09/09/2016
si,5,agosto,8,2,6,9600,Excelente,atento,09/09/2016
si,5,septiembre,9,2,0,0,Excelente,amable servicial,09/09/2016
si,5,enero,1,3,6,9600,Regular,despistado,09/09/2016
si,5,febrero,2,3,9,14400,Excelente,servicial,09/09/2016
si,5,marzo,3,3,6,9600,Excelente,atento,09/09/2016
si,5,abril,4,3,3,4800,Excelente,amable servicial,09/09/2016
si,5,mayo,5,3,11,17600,Excelente,servicial,09/09/2016
si,5,junio,6,3,14,22400,Excelente,atento,09/09/2016
si,5,julio,7,3,15,24000,Excelente,amable servicial,09/09/2016
si,5,agosto,8,3,5,8000,Excelente,servicial,09/09/2016
si,5,septiembre,9,3,19,30400,Excelente,atento,09/09/2016
si,5,enero,1,4,16,25600,Regular,despistado tardado,09/09/2016
si,5,febrero,2,4,15,24000,Excelente,amable servicial,09/09/2016
si,5,marzo,3,4,10,16000,Excelente,servicial,09/09/2016
si,5,abril,4,4,15,24000,Excelente,atento,09/09/2016
si,5,mayo,5,4,18,28800,Excelente,amable servicial,09/09/2016
si,5,junio,6,4,6,9600,Excelente,servicial,09/09/2016
si,5,julio,7,4,11,17600,Excelente,atento,09/09/2016
si,5,agosto,8,4,13,20800,Excelente,amable servicial,09/09/2016
si,5,septiembre,9,4,11,17600,Excelente,servicial,09/09/2016
si,5,enero,1,5,0,0,Regular,lento servicial amigable,09/09/2016
si,5,febrero,2,5,10,16000,Excelente,atento,09/09/2016
si,5,marzo,3,5,0,0,Excelente,amable servicial,09/09/2016
si,5,abril,4,5,13,20800,Excelente,servicial,09/09/2016
